name	chrom	strand	TSS	geneId	geneName
ENSMUST00000173092.1	chr8	-	87948731	ENSMUSG00000045333.15	Zfp423
ENSMUST00000109621.9	chr8	-	90348343	ENSMUSG00000043668.13	Tox3
ENSMUST00000176616.7	chr8	-	90348131	ENSMUSG00000043668.13	Tox3
ENSMUST00000176034.1	chr8	-	90348126	ENSMUSG00000043668.13	Tox3
ENSMUST00000132679.7	chr8	+	105636567	ENSMUSG00000005698.15	Ctcf
ENSMUST00000005841.15	chr8	+	105636578	ENSMUSG00000005698.15	Ctcf
ENSMUST00000128510.7	chr8	+	105636934	ENSMUSG00000005698.15	Ctcf
ENSMUST00000129388.1	chr8	+	105637065	ENSMUSG00000005698.15	Ctcf
ENSMUST00000133925.7	chr8	-	107096545	ENSMUSG00000031921.17	Terf2
ENSMUST00000142616.7	chr8	-	107096190	ENSMUSG00000031921.17	Terf2
ENSMUST00000068421.12	chr8	-	107096545	ENSMUSG00000031921.17	Terf2
ENSMUST00000068388.14	chr8	-	107096514	ENSMUSG00000031921.17	Terf2
ENSMUST00000116425.2	chr8	-	107096547	ENSMUSG00000031921.17	Terf2
ENSMUST00000154474.7	chr8	+	107293469	ENSMUSG00000003847.16	Nfat5
ENSMUST00000169453.7	chr8	+	107293469	ENSMUSG00000003847.16	Nfat5
ENSMUST00000133026.7	chr8	+	107293469	ENSMUSG00000003847.16	Nfat5
ENSMUST00000151114.7	chr8	+	107293508	ENSMUSG00000003847.16	Nfat5
ENSMUST00000125721.7	chr8	+	107293558	ENSMUSG00000003847.16	Nfat5
ENSMUST00000075922.10	chr8	+	107293558	ENSMUSG00000003847.16	Nfat5
ENSMUST00000148006.1	chr8	+	107338507	ENSMUSG00000003847.16	Nfat5
ENSMUST00000126397.7	chr8	+	107338507	ENSMUSG00000003847.16	Nfat5
ENSMUST00000077440.12	chr8	+	107338806	ENSMUSG00000003847.16	Nfat5
ENSMUST00000144100.7	chr8	+	107338912	ENSMUSG00000003847.16	Nfat5
ENSMUST00000126333.1	chr8	+	107344785	ENSMUSG00000003847.16	Nfat5
ENSMUST00000221100.1	chr8	+	108612337	ENSMUSG00000038872.10	Zfhx3
ENSMUST00000221237.1	chr8	+	108638034	ENSMUSG00000038872.10	Zfhx3
ENSMUST00000188994.1	chr8	+	108703099	ENSMUSG00000038872.10	Zfhx3
ENSMUST00000043896.9	chr8	+	108714643	ENSMUSG00000038872.10	Zfhx3
ENSMUST00000054052.14	chr8	+	122282140	ENSMUSG00000049577.15	Zfpm1
ENSMUST00000061508.7	chr8	+	3493137	ENSMUSG00000047264.8	Zfp358
ENSMUST00000207318.1	chr8	+	3493169	ENSMUSG00000047264.8	Zfp358
ENSMUST00000208423.1	chr8	+	3495008	ENSMUSG00000047264.8	Zfp358
ENSMUST00000202692.4	chr8	+	4613166	ENSMUSG00000058748.9	Zfp958
ENSMUST00000073201.5	chr8	+	4625839	ENSMUSG00000058748.9	Zfp958
ENSMUST00000180353.1	chr8	+	12395294	ENSMUSG00000096014.1	Sox1
ENSMUST00000209945.1	chr8	+	13369464	ENSMUSG00000038482.11	Tfdp1
ENSMUST00000071588.7	chr8	+	23153268	ENSMUSG00000063672.7	Nkx6-3
ENSMUST00000036807.12	chr8	+	26158140	ENSMUSG00000037214.12	Thap1
ENSMUST00000130231.1	chr8	+	26158232	ENSMUSG00000037214.12	Thap1
ENSMUST00000127536.1	chr8	+	26158254	ENSMUSG00000037214.12	Thap1
ENSMUST00000209926.1	chr8	+	26158792	ENSMUSG00000037214.12	Thap1
ENSMUST00000070340.5	chr8	+	33386324	ENSMUSG00000049184.6	Purg
ENSMUST00000078058.4	chr8	+	33386324	ENSMUSG00000049184.6	Purg
ENSMUST00000211248.1	chr8	-	43306936	ENSMUSG00000051176.6	Zfp42
ENSMUST00000209356.1	chr8	-	43306950	ENSMUSG00000051176.6	Zfp42
ENSMUST00000082120.4	chr8	-	43306980	ENSMUSG00000051176.6	Zfp42
ENSMUST00000058636.8	chr8	-	46294671	ENSMUSG00000047171.8	Helt
ENSMUST00000210652.1	chr8	-	46293989	ENSMUSG00000047171.8	Helt
ENSMUST00000210696.1	chr8	-	46293335	ENSMUSG00000047171.8	Helt
ENSMUST00000210218.1	chr8	+	46793498	ENSMUSG00000031627.9	Irf2
ENSMUST00000210095.1	chr8	+	46806323	ENSMUSG00000031627.9	Irf2
ENSMUST00000208976.1	chr8	+	46806469	ENSMUSG00000031627.9	Irf2
ENSMUST00000210334.1	chr8	+	46807229	ENSMUSG00000031627.9	Irf2
ENSMUST00000209820.1	chr8	+	46815004	ENSMUSG00000031627.9	Irf2
ENSMUST00000040104.4	chr8	+	57320982	ENSMUSG00000038193.4	Hand2
ENSMUST00000067925.7	chr8	+	57511906	ENSMUSG00000054717.7	Hmgb2
ENSMUST00000210871.1	chr8	+	57511973	ENSMUSG00000054717.7	Hmgb2
ENSMUST00000211198.1	chr8	+	57512547	ENSMUSG00000054717.7	Hmgb2
ENSMUST00000212681.1	chr8	+	69209037	ENSMUSG00000059897.5	Zfp930
ENSMUST00000212312.1	chr8	+	69209045	ENSMUSG00000059897.5	Zfp930
ENSMUST00000212020.1	chr8	+	69209047	ENSMUSG00000059897.5	Zfp930
ENSMUST00000110216.1	chr8	+	69226342	ENSMUSG00000059897.5	Zfp930
ENSMUST00000212549.1	chr8	+	69271079	ENSMUSG00000079038.3	D130040H23Rik
ENSMUST00000212443.1	chr8	+	69271085	ENSMUSG00000079038.3	D130040H23Rik
ENSMUST00000211805.1	chr8	+	69271093	ENSMUSG00000079038.3	D130040H23Rik
ENSMUST00000078257.6	chr8	+	69300775	ENSMUSG00000079038.3	D130040H23Rik
ENSMUST00000121886.7	chr8	-	69625548	ENSMUSG00000060427.15	Zfp868
ENSMUST00000074982.6	chr8	-	69619352	ENSMUSG00000060427.15	Zfp868
ENSMUST00000150118.1	chr8	-	69614063	ENSMUSG00000060427.15	Zfp868
ENSMUST00000140522.1	chr8	-	69625545	ENSMUSG00000060427.15	Zfp868
ENSMUST00000204062.1	chr8	+	69654478	ENSMUSG00000091764.3	Zfp964
ENSMUST00000204285.2	chr8	+	69654491	ENSMUSG00000091764.3	Zfp964
ENSMUST00000169125.1	chr8	+	69659262	ENSMUSG00000091764.3	Zfp964
ENSMUST00000238292.1	chr8	-	69716837	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238201.1	chr8	-	69708426	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238657.1	chr8	-	69716824	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238418.1	chr8	-	69716902	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238753.1	chr8	-	69716948	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238408.1	chr8	-	69716900	ENSMUSG00000054648.8	Zfp869
ENSMUST00000080987.6	chr8	-	69710724	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238460.1	chr8	-	69716486	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238345.1	chr8	-	69708783	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238761.1	chr8	-	69716463	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238535.1	chr8	-	69716454	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238459.1	chr8	-	69716873	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238367.1	chr8	-	69716859	ENSMUSG00000054648.8	Zfp869
ENSMUST00000238311.1	chr8	-	69716983	ENSMUSG00000054648.8	Zfp869
ENSMUST00000130458.7	chr8	-	69749962	ENSMUSG00000092260.7	Zfp963
ENSMUST00000149782.7	chr8	-	69774886	ENSMUSG00000092544.8	Gm20422
ENSMUST00000154063.1	chr8	-	69749970	ENSMUSG00000092260.7	Zfp963
ENSMUST00000126915.1	chr8	-	69766679	ENSMUSG00000092544.8	Gm20422
ENSMUST00000131784.7	chr8	-	69791178	ENSMUSG00000043090.18	Zfp866
ENSMUST00000137573.1	chr8	-	69774911	ENSMUSG00000043090.18	Zfp866
ENSMUST00000151975.1	chr8	+	69832623	ENSMUSG00000031860.17	Pbx4
ENSMUST00000156251.1	chr8	+	69866110	ENSMUSG00000031860.17	Pbx4
ENSMUST00000135952.1	chr8	+	69866284	ENSMUSG00000031860.17	Pbx4
ENSMUST00000211970.1	chr8	-	70135628	ENSMUSG00000036120.10	Rfxank
ENSMUST00000075724.8	chr8	-	70139154	ENSMUSG00000036120.10	Rfxank
ENSMUST00000212320.1	chr8	-	70139096	ENSMUSG00000036120.10	Rfxank
ENSMUST00000212472.1	chr8	-	70135627	ENSMUSG00000036120.10	Rfxank
ENSMUST00000163756.1	chr8	+	70139710	ENSMUSG00000079033.10	Mef2b
ENSMUST00000110143.7	chr8	+	70152777	ENSMUSG00000079033.10	Mef2b
ENSMUST00000110146.8	chr8	+	70152777	ENSMUSG00000079033.10	Mef2b
ENSMUST00000110140.1	chr8	+	70152780	ENSMUSG00000079033.10	Mef2b
ENSMUST00000110141.8	chr8	+	70152780	ENSMUSG00000079033.10	Mef2b
ENSMUST00000095267.5	chr8	+	70698948	ENSMUSG00000071076.6	Jund
ENSMUST00000132630.1	chr8	-	71381906	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000002466.8	chr8	-	71381960	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000137734.7	chr8	-	71375790	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000155463.1	chr8	-	71375790	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000156270.1	chr8	-	71375790	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000127443.1	chr8	-	71380909	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000124732.1	chr8	-	71381090	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000137058.1	chr8	-	71381177	ENSMUSG00000002393.14	Nr2f6
ENSMUST00000188685.6	chr8	+	71882018	ENSMUSG00000056019.12	Zfp709
ENSMUST00000188374.6	chr8	+	71882080	ENSMUSG00000056019.12	Zfp709
ENSMUST00000203585.1	chr8	+	71882366	ENSMUSG00000056019.12	Zfp709
ENSMUST00000034259.7	chr8	+	71887263	ENSMUSG00000056019.12	Zfp709
ENSMUST00000110002.7	chr8	+	71908607	ENSMUSG00000089857.9	Zfp882
ENSMUST00000131544.7	chr8	+	71908634	ENSMUSG00000066880.15	Zfp617
ENSMUST00000125802.7	chr8	+	71908656	ENSMUSG00000089857.9	Zfp882
ENSMUST00000126607.1	chr8	+	71908904	ENSMUSG00000089857.9	Zfp882
ENSMUST00000119003.1	chr8	+	71922851	ENSMUSG00000066880.15	Zfp617
ENSMUST00000067912.7	chr8	+	72319032	ENSMUSG00000055148.7	Klf2
ENSMUST00000034034.9	chr8	+	74873172	ENSMUSG00000031621.9	Isx
ENSMUST00000174427.1	chr8	+	74873539	ENSMUSG00000031621.9	Isx
ENSMUST00000041759.13	chr8	+	74993355	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000151062.7	chr8	+	74993678	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000145919.1	chr8	+	74993678	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000134126.1	chr8	+	74993690	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000211863.1	chr8	+	74993694	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000133585.1	chr8	+	74993711	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000212372.1	chr8	+	74999868	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000109940.1	chr8	+	75016221	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000129391.1	chr8	+	75022854	ENSMUSG00000034518.14	Hmgxb4
ENSMUST00000143284.1	chr8	+	76899441	ENSMUSG00000031618.13	Nr3c2
ENSMUST00000128862.1	chr8	+	76902346	ENSMUSG00000031618.13	Nr3c2
ENSMUST00000126697.1	chr8	+	77128012	ENSMUSG00000031618.13	Nr3c2
ENSMUST00000034115.4	chr8	-	78436645	ENSMUSG00000031688.4	Pou4f2
ENSMUST00000211475.1	chr8	+	79174184	ENSMUSG00000071064.15	Zfp827
ENSMUST00000155960.7	chr8	+	79175809	ENSMUSG00000071064.15	Zfp827
ENSMUST00000129613.1	chr8	+	79178974	ENSMUSG00000071064.15	Zfp827
ENSMUST00000066091.13	chr8	-	79399518	ENSMUSG00000031681.16	Smad1
ENSMUST00000109885.7	chr8	-	79399518	ENSMUSG00000031681.16	Smad1
ENSMUST00000210678.1	chr8	-	79350051	ENSMUSG00000031681.16	Smad1
ENSMUST00000215983.1	chr8	-	79356678	ENSMUSG00000031681.16	Smad1
ENSMUST00000066081.3	chr8	-	79399518	ENSMUSG00000031681.16	Smad1
ENSMUST00000211046.1	chr8	+	84066833	ENSMUSG00000031706.7	Rfx1
ENSMUST00000209362.1	chr8	+	84066835	ENSMUSG00000031706.7	Rfx1
ENSMUST00000210660.1	chr8	+	84066835	ENSMUSG00000031706.7	Rfx1
ENSMUST00000005600.5	chr8	+	84066835	ENSMUSG00000031706.7	Rfx1
ENSMUST00000117424.8	chr8	-	84147865	ENSMUSG00000036686.16	Cc2d1a
ENSMUST00000040383.8	chr8	-	84147936	ENSMUSG00000036686.16	Cc2d1a
ENSMUST00000154029.1	chr8	-	84136788	ENSMUSG00000036686.16	Cc2d1a
ENSMUST00000126364.1	chr8	-	84147897	ENSMUSG00000036686.16	Cc2d1a
ENSMUST00000148644.1	chr8	-	84708218	ENSMUSG00000001911.16	Nfix
ENSMUST00000238364.1	chr8	+	84701448	ENSMUSG00000034041.5	Lyl1
ENSMUST00000238562.1	chr8	+	84701481	ENSMUSG00000034041.5	Lyl1
ENSMUST00000037165.5	chr8	+	84701543	ENSMUSG00000034041.5	Lyl1
ENSMUST00000238338.1	chr8	+	84701780	ENSMUSG00000034041.5	Lyl1
ENSMUST00000148746.1	chr8	-	84707716	ENSMUSG00000001911.16	Nfix
ENSMUST00000109764.7	chr8	-	84773396	ENSMUSG00000001911.16	Nfix
ENSMUST00000076715.12	chr8	-	84800140	ENSMUSG00000001911.16	Nfix
ENSMUST00000099070.9	chr8	-	84800344	ENSMUSG00000001911.16	Nfix
ENSMUST00000109762.7	chr8	-	84774369	ENSMUSG00000001911.16	Nfix
ENSMUST00000132236.1	chr8	-	84714068	ENSMUSG00000001911.16	Nfix
ENSMUST00000126806.1	chr8	-	84800024	ENSMUSG00000001911.16	Nfix
ENSMUST00000067060.9	chr8	+	84901927	ENSMUSG00000054191.9	Klf1
ENSMUST00000239392.1	chr8	+	84901927	ENSMUSG00000054191.9	Klf1
ENSMUST00000064922.6	chr8	-	84978718	ENSMUSG00000052837.7	Junb
ENSMUST00000211109.1	chr8	-	85123095	ENSMUSG00000074194.4	Zfp791
ENSMUST00000098550.3	chr8	-	85119637	ENSMUSG00000074194.4	Zfp791
ENSMUST00000174249.1	chr8	-	87803823	ENSMUSG00000045333.15	Zfp423
ENSMUST00000034090.7	chr8	-	89044162	ENSMUSG00000031665.7	Sall1
ENSMUST00000093312.5	chr8	-	91801915	ENSMUSG00000031734.13	Irx3
ENSMUST00000175795.3	chr8	-	91802067	ENSMUSG00000031734.13	Irx3
ENSMUST00000210246.1	chr8	+	92357624	ENSMUSG00000031737.11	Irx5
ENSMUST00000034184.11	chr8	+	92357748	ENSMUSG00000031737.11	Irx5
ENSMUST00000034185.12	chr8	+	92674287	ENSMUSG00000031738.14	Irx6
ENSMUST00000167261.2	chr8	+	92674825	ENSMUSG00000031738.14	Irx6
ENSMUST00000057717.7	chr8	-	95331950	ENSMUSG00000046556.7	Zfp319
ENSMUST00000052209.8	chr8	+	105170673	ENSMUSG00000031885.14	Cbfb
ENSMUST00000109392.8	chr8	+	105170688	ENSMUSG00000031885.14	Cbfb
ENSMUST00000109395.7	chr8	+	105170743	ENSMUSG00000031885.14	Cbfb
ENSMUST00000109394.2	chr8	+	105170944	ENSMUSG00000031885.14	Cbfb
ENSMUST00000186070.1	chr8	+	105171108	ENSMUSG00000031885.14	Cbfb
ENSMUST00000190915.6	chr8	+	105171491	ENSMUSG00000031885.14	Cbfb
ENSMUST00000187323.1	chr8	+	105171563	ENSMUSG00000031885.14	Cbfb
ENSMUST00000173640.7	chr8	+	105269800	ENSMUSG00000033249.10	Hsf4
ENSMUST00000036127.8	chr8	+	105269800	ENSMUSG00000033249.10	Hsf4
ENSMUST00000163734.8	chr8	+	105269800	ENSMUSG00000033249.10	Hsf4
ENSMUST00000173102.1	chr8	+	105269828	ENSMUSG00000033249.10	Hsf4
ENSMUST00000172525.7	chr8	+	105269855	ENSMUSG00000033249.10	Hsf4
ENSMUST00000174837.7	chr8	+	105269873	ENSMUSG00000033249.10	Hsf4
ENSMUST00000173859.1	chr8	+	105269873	ENSMUSG00000033249.10	Hsf4
ENSMUST00000015003.9	chr8	+	105297662	ENSMUSG00000014859.9	E2f4
ENSMUST00000212037.1	chr8	+	105297716	ENSMUSG00000014859.9	E2f4
ENSMUST00000212572.1	chr8	+	105303924	ENSMUSG00000014859.9	E2f4
ENSMUST00000137735.7	chr8	+	105676010	ENSMUSG00000005698.15	Ctcf
ENSMUST00000156436.1	chr8	+	105676010	ENSMUSG00000005698.15	Ctcf
ENSMUST00000212357.1	chr8	-	105851992	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212431.1	chr8	-	105852001	ENSMUSG00000036672.5	Cenpt
ENSMUST00000040776.5	chr8	-	105852054	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212803.1	chr8	-	105846700	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212625.1	chr8	-	105851995	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212873.1	chr8	-	105851969	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212204.1	chr8	-	105851981	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212839.1	chr8	-	105851986	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212797.1	chr8	-	105853278	ENSMUSG00000036672.5	Cenpt
ENSMUST00000212552.1	chr8	-	105852008	ENSMUSG00000036672.5	Cenpt
ENSMUST00000040445.8	chr8	+	105855131	ENSMUSG00000036442.8	Thap11
ENSMUST00000212936.1	chr8	+	106058839	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000212742.1	chr8	+	106058839	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000211991.1	chr8	+	106058839	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000212577.1	chr8	+	106059632	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000109308.2	chr8	+	106059632	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000212691.1	chr8	+	106095174	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000212671.1	chr8	+	106098764	ENSMUSG00000031902.10	Nfatc3
ENSMUST00000213045.1	chr8	+	106415326	ENSMUSG00000031907.9	Zfp90
ENSMUST00000211958.1	chr8	+	106415338	ENSMUSG00000031907.9	Zfp90
ENSMUST00000034382.7	chr8	+	106415338	ENSMUSG00000031907.9	Zfp90
ENSMUST00000212606.1	chr8	+	106415347	ENSMUSG00000031907.9	Zfp90
ENSMUST00000212866.1	chr8	+	106415380	ENSMUSG00000031907.9	Zfp90
ENSMUST00000212874.1	chr8	+	106415398	ENSMUSG00000031907.9	Zfp90
ENSMUST00000141205.1	chr8	-	107079875	ENSMUSG00000031921.17	Terf2
ENSMUST00000155834.1	chr8	-	107081441	ENSMUSG00000031921.17	Terf2
ENSMUST00000136178.1	chr8	-	107083217	ENSMUSG00000031921.17	Terf2
ENSMUST00000151582.1	chr8	+	107293469	ENSMUSG00000003847.16	Nfat5
ENSMUST00000149972.1	chr8	+	107293508	ENSMUSG00000003847.16	Nfat5
ENSMUST00000147588.1	chr8	+	107355819	ENSMUSG00000003847.16	Nfat5
ENSMUST00000213084.1	chr8	+	110079745	ENSMUSG00000044676.10	Zfp612
ENSMUST00000212754.1	chr8	+	110079761	ENSMUSG00000044676.10	Zfp612
ENSMUST00000058804.9	chr8	+	110079763	ENSMUSG00000044676.10	Zfp612
ENSMUST00000212072.1	chr8	+	111643400	ENSMUSG00000055835.10	Zfp1
ENSMUST00000212206.1	chr8	+	111643479	ENSMUSG00000055835.10	Zfp1
ENSMUST00000077791.7	chr8	+	111643505	ENSMUSG00000055835.10	Zfp1
ENSMUST00000211926.1	chr8	+	111643536	ENSMUSG00000055835.10	Zfp1
ENSMUST00000069009.6	chr8	-	115707096	ENSMUSG00000055435.6	Maf
ENSMUST00000109104.1	chr8	-	115707794	ENSMUSG00000055435.6	Maf
ENSMUST00000160943.2	chr8	+	120736357	ENSMUSG00000041515.10	Irf8
ENSMUST00000047737.9	chr8	+	120736357	ENSMUSG00000041515.10	Irf8
ENSMUST00000162775.1	chr8	+	120736358	ENSMUSG00000041515.10	Irf8
ENSMUST00000162658.7	chr8	+	120736384	ENSMUSG00000041515.10	Irf8
ENSMUST00000162001.7	chr8	+	120738638	ENSMUSG00000041515.10	Irf8
ENSMUST00000160388.1	chr8	+	120745479	ENSMUSG00000041515.10	Irf8
ENSMUST00000160594.1	chr8	+	120752208	ENSMUSG00000041515.10	Irf8
ENSMUST00000181504.1	chr8	+	121084385	ENSMUSG00000042812.5	Foxf1
ENSMUST00000054691.7	chr8	+	121116170	ENSMUSG00000046714.7	Foxc2
ENSMUST00000181609.1	chr8	+	121127939	ENSMUSG00000097084.1	Foxl1
ENSMUST00000176883.1	chr8	+	122307319	ENSMUSG00000049577.15	Zfpm1
ENSMUST00000177356.1	chr8	+	122333697	ENSMUSG00000049577.15	Zfpm1
ENSMUST00000176690.1	chr8	+	122333785	ENSMUSG00000049577.15	Zfpm1
ENSMUST00000212315.1	chr8	+	122334630	ENSMUSG00000049577.15	Zfpm1
ENSMUST00000006762.6	chr8	-	122460733	ENSMUSG00000006587.6	Snai3
ENSMUST00000001092.14	chr8	+	123254194	ENSMUSG00000001065.15	Zfp276
ENSMUST00000150356.7	chr8	+	123254270	ENSMUSG00000001065.15	Zfp276
ENSMUST00000156896.7	chr8	+	123254283	ENSMUSG00000001065.15	Zfp276
ENSMUST00000154450.2	chr8	+	123254685	ENSMUSG00000001065.15	Zfp276
ENSMUST00000211828.1	chr8	+	123255974	ENSMUSG00000001065.15	Zfp276
ENSMUST00000146158.7	chr8	+	123258327	ENSMUSG00000001065.15	Zfp276
ENSMUST00000147312.1	chr8	+	123259459	ENSMUSG00000001065.15	Zfp276
ENSMUST00000130333.1	chr8	+	123264820	ENSMUSG00000001065.15	Zfp276
ENSMUST00000212571.1	chr8	+	123373752	ENSMUSG00000001472.17	Tcf25
ENSMUST00000212470.1	chr8	+	123373783	ENSMUSG00000001472.17	Tcf25
ENSMUST00000108840.3	chr8	+	123373822	ENSMUSG00000001472.17	Tcf25
ENSMUST00000057934.9	chr8	+	123373823	ENSMUSG00000001472.17	Tcf25
ENSMUST00000211932.1	chr8	+	123373855	ENSMUSG00000001472.17	Tcf25
ENSMUST00000212569.1	chr8	+	123373872	ENSMUSG00000001472.17	Tcf25
ENSMUST00000212498.1	chr8	+	123381463	ENSMUSG00000001472.17	Tcf25
ENSMUST00000211964.1	chr8	+	123384343	ENSMUSG00000001472.17	Tcf25
ENSMUST00000212741.1	chr8	+	123388631	ENSMUSG00000001472.17	Tcf25
ENSMUST00000212880.1	chr8	+	123397812	ENSMUSG00000001472.17	Tcf25
ENSMUST00000212996.1	chr8	+	123399329	ENSMUSG00000001472.17	Tcf25
ENSMUST00000190157.6	chr8	-	129234046	ENSMUSG00000071302.10	2610044O15Rik8
ENSMUST00000191043.6	chr8	-	129234013	ENSMUSG00000071302.10	2610044O15Rik8
ENSMUST00000188757.6	chr8	-	129234368	ENSMUSG00000071302.10	2610044O15Rik8
ENSMUST00000079272.12	chr8	-	129221950	ENSMUSG00000071302.10	2610044O15Rik8
ENSMUST00000186619.6	chr8	-	129234018	ENSMUSG00000071302.10	2610044O15Rik8
ENSMUST00000189965.1	chr8	-	129234406	ENSMUSG00000071302.10	2610044O15Rik8
ENSMUST00000016231.13	chr9	-	32541595	ENSMUSG00000016087.13	Fli1
ENSMUST00000183767.1	chr9	-	32542861	ENSMUSG00000016087.13	Fli1
ENSMUST00000098651.5	chr9	-	62980879	ENSMUSG00000032405.10	Pias1
ENSMUST00000214830.1	chr9	-	62980883	ENSMUSG00000032405.10	Pias1
ENSMUST00000041029.5	chr9	-	64022059	ENSMUSG00000036867.7	Smad6
ENSMUST00000144323.2	chr9	-	64016987	ENSMUSG00000036867.7	Smad6
ENSMUST00000034766.13	chr9	+	68653785	ENSMUSG00000032238.17	Rora
ENSMUST00000174296.1	chr9	+	68653890	ENSMUSG00000032238.17	Rora
ENSMUST00000132355.1	chr9	+	69195540	ENSMUSG00000032238.17	Rora
ENSMUST00000184036.7	chr9	+	72274859	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000098576.9	chr9	+	72274878	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184399.7	chr9	+	72274905	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184053.7	chr9	+	72274906	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183410.7	chr9	+	72275003	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183801.7	chr9	+	72295287	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184019.7	chr9	+	72331126	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184216.1	chr9	+	72338747	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000200094.4	chr9	+	111117591	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000035078.12	chr9	+	111118110	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000196981.4	chr9	+	111118112	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000098340.6	chr9	+	111118134	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000197256.4	chr9	+	111118444	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000217341.2	chr9	+	111119428	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000197241.4	chr9	+	111119674	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000239186.1	chr9	+	111119674	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000189181.6	chr9	+	8899832	ENSMUSG00000031870.16	Pgr
ENSMUST00000151080.1	chr9	+	8900418	ENSMUSG00000031870.16	Pgr
ENSMUST00000070463.9	chr9	+	8900467	ENSMUSG00000031870.16	Pgr
ENSMUST00000098986.3	chr9	+	8900467	ENSMUSG00000031870.16	Pgr
ENSMUST00000159569.8	chr9	-	20460160	ENSMUSG00000063108.15	Zfp26
ENSMUST00000098970.9	chr9	-	20459957	ENSMUSG00000063108.15	Zfp26
ENSMUST00000075263.12	chr9	-	20459989	ENSMUSG00000063108.15	Zfp26
ENSMUST00000161248.1	chr9	-	20460162	ENSMUSG00000063108.15	Zfp26
ENSMUST00000162438.1	chr9	-	20459827	ENSMUSG00000063108.15	Zfp26
ENSMUST00000086278.6	chr9	-	22307638	ENSMUSG00000066829.7	Zfp810
ENSMUST00000215202.1	chr9	-	22307648	ENSMUSG00000066829.7	Zfp810
ENSMUST00000214499.1	chr9	-	22283903	ENSMUSG00000066829.7	Zfp810
ENSMUST00000052946.11	chr9	-	24774284	ENSMUSG00000031965.15	Tbx20
ENSMUST00000166018.3	chr9	-	24774303	ENSMUSG00000031965.15	Tbx20
ENSMUST00000217597.1	chr9	-	24774284	ENSMUSG00000031965.15	Tbx20
ENSMUST00000214910.1	chr9	+	26999709	ENSMUSG00000035443.10	Thyn1
ENSMUST00000213770.1	chr9	+	26999709	ENSMUSG00000035443.10	Thyn1
ENSMUST00000213683.1	chr9	+	26999719	ENSMUSG00000035443.10	Thyn1
ENSMUST00000039161.9	chr9	+	26999721	ENSMUSG00000035443.10	Thyn1
ENSMUST00000216649.1	chr9	+	31030643	ENSMUSG00000047412.16	Zbtb44
