Ensembl	Symbol	Family	Protein	Entrez ID
ENSMUSG00000056648	Hoxb8	Homeobox	ENSMUSP00000052496;ENSMUSP00000128136;ENSMUSP00000120351;	15416
ENSMUSG00000034384	Barhl2	Homeobox	ENSMUSP00000084005;	104382
ENSMUSG00000044186	Nkx2-6	Homeobox	ENSMUSP00000049898;	18092
ENSMUSG00000049691	Nkx3-2	Homeobox	ENSMUSP00000051990;	12020
ENSMUSG00000020160	Meis1	Homeobox	ENSMUSP00000139219;ENSMUSP00000099942;ENSMUSP00000135726;ENSMUSP00000069277;ENSMUSP00000134969;	17268
ENSMUSG00000067438	Hmx1	Homeobox	ENSMUSP00000084958;	15371
ENSMUSG00000001823	Hoxd12	Homeobox	ENSMUSP00000001878;	15432
ENSMUSG00000021239	Vsx2	Homeobox	ENSMUSP00000021665;ENSMUSP00000131009;	12677
ENSMUSG00000051367	Six1	Homeobox	ENSMUSP00000059026;	20471
ENSMUSG00000026468	Lhx4	Homeobox	ENSMUSP00000027740;ENSMUSP00000141662;	16872
ENSMUSG00000041911	Dlx1	Homeobox	ENSMUSP00000042413;	13390
ENSMUSG00000100194	Tgif2lx2	Homeobox	ENSMUSP00000072333;	100039551
ENSMUSG00000038236	Hoxa7	Homeobox	ENSMUSP00000048648;	15404
ENSMUSG00000095510	Rhox3f	Homeobox	ENSMUSP00000138833;ENSMUSP00000110826;	621852
ENSMUSG00000043342	Hoxd9	Homeobox	ENSMUSP00000058490;	15438
ENSMUSG00000095601	Rhox3a2	Homeobox	ENSMUSP00000094198;ENSMUSP00000139330;	100861623
ENSMUSG00000079633	Rhox4d	Homeobox	ENSMUSP00000110829;	664610
ENSMUSG00000022361	Zhx1	Homeobox	ENSMUSP00000066201;ENSMUSP00000105797;ENSMUSP00000134844;ENSMUSP00000135230;	22770
ENSMUSG00000014704	Hoxa2	Homeobox	ENSMUSP00000014848;	15399
ENSMUSG00000054310	Obox1	Homeobox	ENSMUSP00000134043;ENSMUSP00000133496;ENSMUSP00000134688;ENSMUSP00000067691;ENSMUSP00000133504;ENSMUSP00000138010;	71468
ENSMUSG00000106919	Gm4981	Homeobox	ENSMUSP00000144091;	-
ENSMUSG00000079560	Hoxa3	Homeobox	ENSMUSP00000110077;	15400
ENSMUSG00000079626	Rhox7b	Homeobox	ENSMUSP00000110809;	-
ENSMUSG00000040726	Hesx1	Homeobox	ENSMUSP00000152952;ENSMUSP00000041999;	15209
ENSMUSG00000006270	Vax1	Homeobox	ENSMUSP00000134642;	22326
ENSMUSG00000079277	Hoxd3	Homeobox	ENSMUSP00000134616;ENSMUSP00000107614;ENSMUSP00000044809;ENSMUSP00000107613;	15434
ENSMUSG00000051038	Rhox11	Homeobox	ENSMUSP00000052929;	194738
ENSMUSG00000027434	Nkx2-2	Homeobox	ENSMUSP00000069666;ENSMUSP00000105596;	18088
ENSMUSG00000054360	Bsx	Homeobox	ENSMUSP00000068057;	244813
ENSMUSG00000027210	Meis2	Homeobox	ENSMUSP00000073898;ENSMUSP00000099597;ENSMUSP00000106532;ENSMUSP00000028639;ENSMUSP00000106531;ENSMUSP00000106533;	17536
ENSMUSG00000035187	Nkx6-1	Homeobox	ENSMUSP00000042716;	18096
ENSMUSG00000001656	Hoxc11	Homeobox	ENSMUSP00000001701;	109663
ENSMUSG00000029646	Cdx2	Homeobox	ENSMUSP00000031650;	12591
ENSMUSG00000051827	Rhox2a	Homeobox	ENSMUSP00000134267;ENSMUSP00000067190;	75199
ENSMUSG00000058669	Nkx2-9	Homeobox	ENSMUSP00000072425;	18094
ENSMUSG00000007946	Phox2a	Homeobox	ENSMUSP00000008090;	11859
ENSMUSG00000036602	Alx1	Homeobox	ENSMUSP00000151728;ENSMUSP00000042512;ENSMUSP00000151776;ENSMUSP00000152018;ENSMUSP00000129230;ENSMUSP00000152017;	216285
ENSMUSG00000022485	Hoxc5	Homeobox	ENSMUSP00000001709;	15424
ENSMUSG00000001566	Mnx1	Homeobox	ENSMUSP00000001608;ENSMUSP00000129503;	15285
ENSMUSG00000042499	Hoxd11	Homeobox	ENSMUSP00000122582;	15431
ENSMUSG00000035877	Zhx3	Homeobox	ENSMUSP00000099401;ENSMUSP00000105086;ENSMUSP00000099400;	320799
ENSMUSG00000079636	Rhox3c	Homeobox	ENSMUSP00000110843;ENSMUSP00000110842;	100135654
ENSMUSG00000018698	Lhx1	Homeobox	ENSMUSP00000138899;ENSMUSP00000018842;	16869
ENSMUSG00000074366	Obox5	Homeobox	ENSMUSP00000134618;ENSMUSP00000096400;ENSMUSP00000134468;	252829
ENSMUSG00000048450	Msx1	Homeobox	ENSMUSP00000058354;	17701
ENSMUSG00000029546	Uncx	Homeobox	ENSMUSP00000134067;ENSMUSP00000139081;	22255
ENSMUSG00000000247	Lhx2	Homeobox	ENSMUSP00000000253;ENSMUSP00000114797;	16870
ENSMUSG00000032318	Isl2	Homeobox	ENSMUSP00000034869;	104360
ENSMUSG00000001819	Hoxd13	Homeobox	ENSMUSP00000001872;	15433
ENSMUSG00000001655	Hoxc13	Homeobox	ENSMUSP00000001700;	15422
ENSMUSG00000048763	Hoxb3	Homeobox	ENSMUSP00000091476;ENSMUSP00000053426;	15410
ENSMUSG00000068302	Noto	Homeobox	ENSMUSP00000087006;	384452
ENSMUSG00000034460	Six4	Homeobox	ENSMUSP00000135699;ENSMUSP00000036150;	20474
ENSMUSG00000036144	Meox2	Homeobox	ENSMUSP00000043587;	17286
ENSMUSG00000049604	Hoxb13	Homeobox	ENSMUSP00000056315;	15408
ENSMUSG00000072672	Duxbl3	Homeobox	ENSMUSP00000134562;ENSMUSP00000098367;ENSMUSP00000107959;ENSMUSP00000133538;	100039293
ENSMUSG00000061013	Mkx	Homeobox	ENSMUSP00000078718;	210719
ENSMUSG00000006200	Rhox6	Homeobox	ENSMUSP00000006362;	19202
ENSMUSG00000071773	Rhox1	Homeobox	ENSMUSP00000110865;	385343
ENSMUSG00000031860	Pbx4	Homeobox	ENSMUSP00000080219;	80720
ENSMUSG00000079630	Rhox4f	Homeobox	ENSMUSP00000110824;	636177
ENSMUSG00000033726	Emx1	Homeobox	ENSMUSP00000046026;	13796
ENSMUSG00000097600	Rhox7a	Homeobox	ENSMUSP00000138064;	-
ENSMUSG00000034673	Pbx2	Homeobox	ENSMUSP00000133766;ENSMUSP00000139079;ENSMUSP00000040464;	18515
ENSMUSG00000095741	Rhox2f	Homeobox	ENSMUSP00000110827;	434764
ENSMUSG00000022484	Hoxc10	Homeobox	ENSMUSP00000001699;	209448
ENSMUSG00000026586	Prrx1	Homeobox	ENSMUSP00000027878;ENSMUSP00000134338;ENSMUSP00000075203;	18933
ENSMUSG00000042320	Prox2	HPD	ENSMUSP00000105878;ENSMUSP00000135881;	73422
ENSMUSG00000010175	Prox1	HPD	ENSMUSP00000135703;ENSMUSP00000010319;ENSMUSP00000135066;	19130
ENSMUSG00000019878	Hsf2	HSF	ENSMUSP00000151957;ENSMUSP00000078761;ENSMUSP00000152013;	15500
ENSMUSG00000045802	Hsf3	HSF	ENSMUSP00000137314;ENSMUSP00000052508;ENSMUSP00000132248;ENSMUSP00000114018;	245525
ENSMUSG00000033249	Hsf4	HSF	ENSMUSP00000048904;ENSMUSP00000134206;ENSMUSP00000134213;ENSMUSP00000134477;ENSMUSP00000133532;	26386
ENSMUSG00000045336	Hsfy2	HSF	ENSMUSP00000049715;	71066
ENSMUSG00000070345	Hsf5	HSF	ENSMUSP00000091488;	327992
ENSMUSG00000022556	Hsf1	HSF	ENSMUSP00000154526;ENSMUSP00000154346;ENSMUSP00000154638;ENSMUSP00000154356;ENSMUSP00000072617;ENSMUSP00000155104;ENSMUSP00000154602;ENSMUSP00000154328;	15499
ENSMUSG00000015882	Lcorl	HTH	ENSMUSP00000084408;ENSMUSP00000016026;	100041576
ENSMUSG00000025019	Lcor	HTH	ENSMUSP00000067603;ENSMUSP00000126441;	212391
ENSMUSG00000029771	Irf5	IRF	ENSMUSP00000126273;ENSMUSP00000145299;ENSMUSP00000130548;ENSMUSP00000004392;ENSMUSP00000127021;	27056
ENSMUSG00000031627	Irf2	IRF	ENSMUSP00000146495;ENSMUSP00000034041;ENSMUSP00000147279;ENSMUSP00000147318;ENSMUSP00000146992;ENSMUSP00000147138;ENSMUSP00000146714;	16363
ENSMUSG00000002325	Irf9	IRF	ENSMUSP00000120359;ENSMUSP00000120525;ENSMUSP00000119477;	16391
ENSMUSG00000018899	Irf1	IRF	ENSMUSP00000122101;ENSMUSP00000104550;ENSMUSP00000118314;ENSMUSP00000118795;ENSMUSP00000116656;ENSMUSP00000019043;ENSMUSP00000104548;ENSMUSP00000114315;	16362
ENSMUSG00000026638	Irf6	IRF	ENSMUSP00000075839;	54139
ENSMUSG00000003184	Irf3	IRF	ENSMUSP00000146383;ENSMUSP00000003284;ENSMUSP00000103465;ENSMUSP00000146773;	54131
ENSMUSG00000021356	Irf4	IRF	ENSMUSP00000152134;ENSMUSP00000105936;ENSMUSP00000021784;	16364
ENSMUSG00000025498	Irf7	IRF	ENSMUSP00000095565;ENSMUSP00000101644;ENSMUSP00000121026;ENSMUSP00000026571;ENSMUSP00000147529;	54123
ENSMUSG00000041515	Irf8	IRF	ENSMUSP00000125447;ENSMUSP00000040245;ENSMUSP00000125029;ENSMUSP00000125443;	15900
ENSMUSG00000032497	Lrrfip2	LRRFIP	ENSMUSP00000143756;ENSMUSP00000095944;ENSMUSP00000142471;ENSMUSP00000142816;ENSMUSP00000151145;ENSMUSP00000142851;ENSMUSP00000149212;ENSMUSP00000035078;ENSMUSP00000149845;ENSMUSP00000143322;ENSMUSP00000142753;	71268
ENSMUSG00000026305	Lrrfip1	LRRFIP	ENSMUSP00000141024;ENSMUSP00000065850;ENSMUSP00000095255;ENSMUSP00000139811;ENSMUSP00000095254;ENSMUSP00000063878;ENSMUSP00000139497;ENSMUSP00000139902;	16978
ENSMUSG00000026987	Baz2b	MBD	ENSMUSP00000108169;ENSMUSP00000088443;	407823
ENSMUSG00000024561	Mbd1	MBD	ENSMUSP00000153428;ENSMUSP00000095137;	17190
ENSMUSG00000024513	Mbd2	MBD	ENSMUSP00000073701;ENSMUSP00000110596;	17191
ENSMUSG00000071350	Setdb2	MBD	ENSMUSP00000093450;ENSMUSP00000124696;	239122
ENSMUSG00000040054	Baz2a	MBD	ENSMUSP00000151308;ENSMUSP00000044359;ENSMUSP00000151961;ENSMUSP00000129803;ENSMUSP00000151445;	116848
ENSMUSG00000031393	Mecp2	MBD	ENSMUSP00000098314;ENSMUSP00000119947;ENSMUSP00000127115;ENSMUSP00000033770;ENSMUSP00000118842;	17257
ENSMUSG00000030322	Mbd4	MBD	ENSMUSP00000032469;ENSMUSP00000145433;ENSMUSP00000125619;	17193
ENSMUSG00000035478	Mbd3	MBD	ENSMUSP00000100984;ENSMUSP00000100985;ENSMUSP00000089948;ENSMUSP00000100986;	17192
ENSMUSG00000015697	Setdb1	MBD	ENSMUSP00000102788;ENSMUSP00000015841;ENSMUSP00000102789;	84505
ENSMUSG00000036867	Smad6	MH1	ENSMUSP00000036285;	17130
ENSMUSG00000031681	Smad1	MH1	ENSMUSP00000105511;ENSMUSP00000071035;	17125
ENSMUSG00000021540	Smad5	MH1	ENSMUSP00000065798;ENSMUSP00000105500;ENSMUSP00000105502;	17129
ENSMUSG00000032402	Smad3	MH1	ENSMUSP00000034973;ENSMUSP00000116790;ENSMUSP00000122217;	17127
ENSMUSG00000024515	Smad4	MH1	ENSMUSP00000025393;ENSMUSP00000110589;	17128
ENSMUSG00000025880	Smad7	MH1	ENSMUSP00000129322;ENSMUSP00000133544;ENSMUSP00000026999;	17131
ENSMUSG00000027796	Smad9	MH1	ENSMUSP00000029371;	55994
ENSMUSG00000024563	Smad2	MH1	ENSMUSP00000025453;ENSMUSP00000125883;ENSMUSP00000089439;ENSMUSP00000132851;ENSMUSP00000109563;ENSMUSP00000130115;	17126
ENSMUSG00000025056	Nr0b1	Miscellaneous	ENSMUSP00000026036;	11614
ENSMUSG00000037583	Nr0b2	Miscellaneous	ENSMUSP00000039175;	23957
ENSMUSG00000112027	Gm9045	MYB	ENSMUSP00000151826;	-
ENSMUSG00000112495	Gm9048	MYB	ENSMUSP00000151669;	-
ENSMUSG00000025925	Terf1	MYB	ENSMUSP00000140744;ENSMUSP00000027057;	21749
ENSMUSG00000112814	Gm9040	MYB	ENSMUSP00000151606;	-
ENSMUSG00000023932	Cdc5l	MYB	ENSMUSP00000024727;	71702
ENSMUSG00000037395	Rcor3	MYB	ENSMUSP00000142076;ENSMUSP00000106473;ENSMUSP00000141753;ENSMUSP00000142054;ENSMUSP00000141637;ENSMUSP00000073004;	214742
ENSMUSG00000111452	Rcor3	MYB	ENSMUSP00000148974;ENSMUSP00000149465;ENSMUSP00000150260;ENSMUSP00000149587;ENSMUSP00000150037;ENSMUSP00000150442;	-
ENSMUSG00000029478	Ncor2	MYB	ENSMUSP00000083250;ENSMUSP00000142862;ENSMUSP00000107029;ENSMUSP00000107024;ENSMUSP00000055954;ENSMUSP00000121588;ENSMUSP00000107025;ENSMUSP00000107033;	20602
ENSMUSG00000112216	Gm32717	MYB	ENSMUSP00000151792;	-
ENSMUSG00000029196	Tada2b	MYB	ENSMUSP00000031097;	231151
ENSMUSG00000018651	Tada2a	MYB	ENSMUSP00000018795;	217031
ENSMUSG00000037896	Rcor1	MYB	ENSMUSP00000112089;ENSMUSP00000082034;	217864
ENSMUSG00000025912	Mybl1	MYB	ENSMUSP00000086034;ENSMUSP00000111128;ENSMUSP00000139818;	17864
ENSMUSG00000032727	Mier3	MYB	ENSMUSP00000104895;ENSMUSP00000104894;ENSMUSP00000036809;	218613
ENSMUSG00000112919	Gm9049	MYB	ENSMUSP00000151392;	-
ENSMUSG00000018501	Ncor1	MYB	ENSMUSP00000018645;ENSMUSP00000124045;ENSMUSP00000124698;ENSMUSP00000121806;ENSMUSP00000125317;ENSMUSP00000124120;ENSMUSP00000098627;ENSMUSP00000098628;	20185
ENSMUSG00000112252	Gm32802	MYB	ENSMUSP00000151607;	-
ENSMUSG00000047534	Mis18bp1	MYB	ENSMUSP00000052109;	217653
ENSMUSG00000028522	Mier1	MYB	ENSMUSP00000102470;ENSMUSP00000095558;ENSMUSP00000030247;ENSMUSP00000102471;ENSMUSP00000102468;	71148
ENSMUSG00000031099	Smarca1	MYB	ENSMUSP00000099138;ENSMUSP00000076769;ENSMUSP00000086366;	93761
ENSMUSG00000112419	Gm9044	MYB	ENSMUSP00000151369;	-
ENSMUSG00000042508	Dmtf1	MYB	ENSMUSP00000092627;ENSMUSP00000139361;ENSMUSP00000071815;ENSMUSP00000139231;	23857
ENSMUSG00000017861	Mybl2	MYB	ENSMUSP00000018005;	17865
ENSMUSG00000024968	Rcor2	MYB	ENSMUSP00000063335;ENSMUSP00000108996;	104383
ENSMUSG00000026740	Dnajc1	MYB	ENSMUSP00000126321;ENSMUSP00000126716;ENSMUSP00000088980;ENSMUSP00000132289;	13418
ENSMUSG00000039068	Zzz3	MYB	ENSMUSP00000101707;ENSMUSP00000101709;ENSMUSP00000087428;ENSMUSP00000143693;ENSMUSP00000101706;	108946
ENSMUSG00000062627	Mysm1	MYB	ENSMUSP00000075269;	320713
ENSMUSG00000036281	Snapc4	MYB	ENSMUSP00000041767;ENSMUSP00000109750;ENSMUSP00000122456;	227644
ENSMUSG00000031921	Terf2	MYB	ENSMUSP00000068948;ENSMUSP00000065586;ENSMUSP00000118759;	21750
ENSMUSG00000029014	Dnajc2	MYB	ENSMUSP00000110847;ENSMUSP00000110849;ENSMUSP00000030771;	22791
ENSMUSG00000019982	Myb	MYB	ENSMUSP00000139699;ENSMUSP00000020158;	17863
ENSMUSG00000026803	Ttf1	MYB	ENSMUSP00000097809;	22130
ENSMUSG00000025369	Smarcc2	MYB	ENSMUSP00000100868;ENSMUSP00000096734;ENSMUSP00000026433;	68094
ENSMUSG00000032481	Smarcc1	MYB	ENSMUSP00000143550;ENSMUSP00000086094;ENSMUSP00000142611;	20588
ENSMUSG00000058670	4932411N23Rik	MYB	ENSMUSP00000079860;	237029
ENSMUSG00000112781	Gm9046	MYB	ENSMUSP00000151963;	-
ENSMUSG00000042570	Mier2	MYB	ENSMUSP00000059864;ENSMUSP00000127387;	70427
ENSMUSG00000001418	Glmp	NCU-G1	ENSMUSP00000134809;ENSMUSP00000001454;ENSMUSP00000135575;ENSMUSP00000135398;ENSMUSP00000135263;	56700
ENSMUSG00000034057	Myrfl	NDT80/PhoG	ENSMUSP00000037477;	237558
ENSMUSG00000036098	Myrf	NDT80/PhoG	ENSMUSP00000140871;ENSMUSP00000085329;ENSMUSP00000139601;	225908
ENSMUSG00000115906	AC166164	NF-YA	ENSMUSP00000154920;ENSMUSP00000155383;ENSMUSP00000155687;ENSMUSP00000155053;ENSMUSP00000155458;ENSMUSP00000155735;ENSMUSP00000155070;	-
ENSMUSG00000023994	Nfya	NF-YA	ENSMUSP00000124404;ENSMUSP00000077853;ENSMUSP00000124245;ENSMUSP00000124115;ENSMUSP00000043909;ENSMUSP00000123785;ENSMUSP00000125034;	18044
ENSMUSG00000020248	Nfyb	NF-YB	ENSMUSP00000116039;ENSMUSP00000122403;	18045
ENSMUSG00000032897	Nfyc	NF-YC	ENSMUSP00000095516;ENSMUSP00000112610;ENSMUSP00000047441;ENSMUSP00000117646;ENSMUSP00000112810;ENSMUSP00000114591;ENSMUSP00000114640;	18046
ENSMUSG00000028341	Nr4a3	NGFIB-like	ENSMUSP00000121455;ENSMUSP00000030025;	18124
ENSMUSG00000026826	Nr4a2	NGFIB-like	ENSMUSP00000108246;ENSMUSP00000108248;ENSMUSP00000028166;ENSMUSP00000138824;	18227
ENSMUSG00000023034	Nr4a1	NGFIB-like	ENSMUSP00000155225;ENSMUSP00000023779;	15370
ENSMUSG00000058440	Nrf1	Nrf1	ENSMUSP00000110867;ENSMUSP00000110860;ENSMUSP00000114650;ENSMUSP00000114451;ENSMUSP00000132637;ENSMUSP00000065568;ENSMUSP00000110854;ENSMUSP00000004761;ENSMUSP00000110853;ENSMUSP00000110866;ENSMUSP00000110864;ENSMUSP00000067447;ENSMUSP00000110858;ENSMUSP00000130108;ENSMUSP00000110863;	18181
ENSMUSG00000001472	Tcf25	Others	-	66855
ENSMUSG00000004535	Tax1bp1	Others	-	52440
ENSMUSG00000007670	Khsrp	Others	-	16549
ENSMUSG00000015597	Zfp318	Others	-	57908
ENSMUSG00000017421	Zfp207	Others	-	22680
ENSMUSG00000020120	Plek	Others	-	56193
ENSMUSG00000020171	Yeats4	Others	-	64050
ENSMUSG00000020857	Nme2	Others	-	18103
ENSMUSG00000021109	Hif1a	Others	-	15251
ENSMUSG00000022553	Maf1	Others	-	68877
ENSMUSG00000022961	Son	Others	-	20658
ENSMUSG00000024081	Cebpz	Others	-	12607
ENSMUSG00000024140	Epas1	Others	-	13819
ENSMUSG00000024548	Setbp1	Others	-	240427
ENSMUSG00000025470	Zfp511	Others	-	69752
ENSMUSG00000025586	Cpeb1	Others	-	12877
ENSMUSG00000026017	Carf	Others	-	241066
ENSMUSG00000026491	Ahctf1	Others	-	226747
ENSMUSG00000026577	Blzf1	Others	-	66352
ENSMUSG00000026743	Mllt10	Others	-	17354
ENSMUSG00000027201	Myef2	Others	-	17876
ENSMUSG00000027361	Gabpb1	Others	-	14391
ENSMUSG00000027466	Rbck1	Others	-	24105
ENSMUSG00000027582	Zgpat	Others	-	229007
ENSMUSG00000028329	Xpa	Others	-	22590
ENSMUSG00000028977	Casz1	Others	-	69743
ENSMUSG00000029177	Cenpa	Others	-	12615
ENSMUSG00000029290	Zfp326	Others	-	54367
ENSMUSG00000030057	Cnbp	Others	-	12785
ENSMUSG00000030059	Tmf1	Others	-	232286
ENSMUSG00000031323	Dmrtc1a	Others	-	70887
ENSMUSG00000032369	Plscr1	Others	-	22038
ENSMUSG00000032496	Ltf	Others	-	17002
ENSMUSG00000032652	Crebl2	Others	-	232430
ENSMUSG00000032745	Gpbp1	Others	-	73274
ENSMUSG00000034042	Gpbp1l1	Others	-	77110
ENSMUSG00000034522	Zfp395	Others	-	380912
ENSMUSG00000035420	Fam170a	Others	-	225497
ENSMUSG00000035443	Thyn1	Others	-	77862
ENSMUSG00000036120	Rfxank	Others	-	19727
ENSMUSG00000036672	Cenpt	Others	-	320394
ENSMUSG00000036686	Cc2d1a	Others	-	212139
ENSMUSG00000036916	Zfp280c	Others	-	208968
ENSMUSG00000036983	Tfb1m	Others	-	224481
ENSMUSG00000037326	Capn15	Others	-	50817
ENSMUSG00000037608	Bclaf1	Others	-	72567
ENSMUSG00000038507	Parp12	Others	-	243771
ENSMUSG00000038535	Zfp280d	Others	-	235469
ENSMUSG00000038766	Gabpb2	Others	-	213054
ENSMUSG00000038845	Phb	Others	-	18673
ENSMUSG00000039081	Zfp503	Others	-	218820
ENSMUSG00000039089	L3mbtl3	Others	-	237339
ENSMUSG00000039158	Akna	Others	-	100182
ENSMUSG00000039205	Ciz1	Others	-	68379
ENSMUSG00000039238	Zfp750	Others	-	319530
ENSMUSG00000039354	Smarcal1	Others	-	54380
ENSMUSG00000039501	Znfx1	Others	-	98999
ENSMUSG00000040524	Zfp609	Others	-	214812
ENSMUSG00000040943	Tet2	Others	-	214133
ENSMUSG00000042185	Nfrkb	Others	-	235134
ENSMUSG00000042507	Elmsan1	Others	-	238317
ENSMUSG00000043991	Pura	Others	-	19290
ENSMUSG00000044149	Nkrf	Others	-	77286
ENSMUSG00000044519	Zfp488	Others	-	382867
ENSMUSG00000045302	Preb	Others	-	50907
ENSMUSG00000046957	Spz1	Others	-	79401
ENSMUSG00000048249	Crebrf	Others	-	77128
ENSMUSG00000049184	Purg	Others	-	75029
ENSMUSG00000049764	Zfp280b	Others	-	64453
ENSMUSG00000050410	Tcf19	Others	-	106795
ENSMUSG00000052713	Zfp608	Others	-	269023
ENSMUSG00000053950	Adnp2	Others	-	240442
ENSMUSG00000054199	Gon4l	Others	-	76022
ENSMUSG00000058388	Phtf1	Others	-	18685
ENSMUSG00000061311	Rag1	Others	-	19373
ENSMUSG00000062397	Zfp706	Others	-	68036
ENSMUSG00000063455	D630045J12Rik	Others	-	330286
ENSMUSG00000067367	Lyar	Others	-	17089
ENSMUSG00000073705	Cenps	Others	-	69928
ENSMUSG00000094483	Purb	Others	-	19291
ENSMUSG00000059552	Trp53	P53	ENSMUSP00000005371;ENSMUSP00000104297;ENSMUSP00000127130;ENSMUSP00000104298;	22059
ENSMUSG00000022510	Trp63	P53	ENSMUSP00000110961;ENSMUSP00000110965;ENSMUSP00000110963;ENSMUSP00000110962;ENSMUSP00000067005;ENSMUSP00000038117;ENSMUSP00000110960;ENSMUSP00000110959;	22061
ENSMUSG00000029026	Trp73	P53	ENSMUSP00000101268;ENSMUSP00000114736;ENSMUSP00000134196;ENSMUSP00000095368;ENSMUSP00000135281;ENSMUSP00000114418;ENSMUSP00000101269;	22062
ENSMUSG00000037034	Pax1	PAX	ENSMUSP00000105594;ENSMUSP00000119667;	18503
ENSMUSG00000029706	Pax4	PAX	ENSMUSP00000131301;ENSMUSP00000134470;ENSMUSP00000126000;ENSMUSP00000031718;	18506
ENSMUSG00000028736	Pax7	PAX	ENSMUSP00000030508;ENSMUSP00000133536;	18509
ENSMUSG00000027168	Pax6	PAX	ENSMUSP00000119375;ENSMUSP00000106714;ENSMUSP00000106717;ENSMUSP00000106715;ENSMUSP00000129344;ENSMUSP00000106711;ENSMUSP00000106712;ENSMUSP00000087870;ENSMUSP00000087878;ENSMUSP00000106716;	18508
ENSMUSG00000014030	Pax5	PAX	ENSMUSP00000133540;ENSMUSP00000139296;ENSMUSP00000014174;ENSMUSP00000099996;ENSMUSP00000134712;ENSMUSP00000103458;ENSMUSP00000134391;ENSMUSP00000141186;ENSMUSP00000103457;ENSMUSP00000128880;ENSMUSP00000134119;ENSMUSP00000133671;ENSMUSP00000134370;ENSMUSP00000103455;ENSMUSP00000133978;	18507
ENSMUSG00000004872	Pax3	PAX	ENSMUSP00000004994;ENSMUSP00000084320;	18505
ENSMUSG00000004231	Pax2	PAX	ENSMUSP00000134661;ENSMUSP00000134311;ENSMUSP00000004340;	18504
ENSMUSG00000026976	Pax8	PAX	ENSMUSP00000120319;ENSMUSP00000133316;ENSMUSP00000134343;ENSMUSP00000115194;ENSMUSP00000028355;	18510
ENSMUSG00000001497	Pax9	PAX	ENSMUSP00000117928;ENSMUSP00000001538;	18511
ENSMUSG00000022205	Sub1	PC4	ENSMUSP00000022816;ENSMUSP00000106130;	20024
ENSMUSG00000024497	Pou4f3	Pou	ENSMUSP00000025374;	18998
ENSMUSG00000048349	Pou4f1	Pou	ENSMUSP00000060798;	18996
ENSMUSG00000031688	Pou4f2	Pou	ENSMUSP00000034115;	18997
ENSMUSG00000045515	Pou3f3	Pou	ENSMUSP00000052088;	18993
ENSMUSG00000032015	Pou2f3	Pou	ENSMUSP00000135115;ENSMUSP00000034513;	18988
ENSMUSG00000090125	Pou3f1	Pou	ENSMUSP00000137374;	18991
ENSMUSG00000026565	Pou2f1	Pou	ENSMUSP00000107057;ENSMUSP00000064000;ENSMUSP00000107055;ENSMUSP00000125444;ENSMUSP00000124738;ENSMUSP00000027850;ENSMUSP00000107056;ENSMUSP00000138962;ENSMUSP00000125371;	18986
ENSMUSG00000093668	Pou5f2	Pou	ENSMUSP00000135597;	75507
ENSMUSG00000004842	Pou1f1	Pou	ENSMUSP00000004964;ENSMUSP00000135574;ENSMUSP00000135113;ENSMUSP00000139087;	18736
ENSMUSG00000009739	Pou6f1	Pou	ENSMUSP00000145707;ENSMUSP00000073504;	19009
ENSMUSG00000056854	Pou3f4	Pou	ENSMUSP00000077354;	18994
ENSMUSG00000024406	Pou5f1	Pou	ENSMUSP00000134493;ENSMUSP00000134729;ENSMUSP00000134654;ENSMUSP00000025271;ENSMUSP00000133633;ENSMUSP00000134060;	18999
ENSMUSG00000095139	Pou3f2	Pou	ENSMUSP00000136147;	18992
ENSMUSG00000009734	Pou6f2	Pou	ENSMUSP00000139282;ENSMUSP00000114173;	218030
ENSMUSG00000008496	Pou2f2	Pou	ENSMUSP00000096276;ENSMUSP00000104051;ENSMUSP00000104054;ENSMUSP00000104053;ENSMUSP00000104055;ENSMUSP00000104056;ENSMUSP00000135326;ENSMUSP00000135075;	18987
ENSMUSG00000020037	Rfx4	RFX	ENSMUSP00000051107;	71137
ENSMUSG00000040929	Rfx3	RFX	ENSMUSP00000133461;ENSMUSP00000126313;ENSMUSP00000038760;ENSMUSP00000133367;ENSMUSP00000134141;	19726
ENSMUSG00000019900	Rfx6	RFX	ENSMUSP00000116057;ENSMUSP00000151430;	320995
ENSMUSG00000057173	Rfx8	RFX	ENSMUSP00000121212;	619289
ENSMUSG00000005774	Rfx5	RFX	ENSMUSP00000102881;ENSMUSP00000102875;ENSMUSP00000117963;ENSMUSP00000102876;ENSMUSP00000029772;ENSMUSP00000118586;ENSMUSP00000102874;ENSMUSP00000119704;	53970
ENSMUSG00000031706	Rfx1	RFX	ENSMUSP00000147677;ENSMUSP00000005600;	19724
ENSMUSG00000037674	Rfx7	RFX	ENSMUSP00000139195;ENSMUSP00000091338;ENSMUSP00000127192;ENSMUSP00000138957;	319758
ENSMUSG00000024206	Rfx2	RFX	ENSMUSP00000084010;ENSMUSP00000002444;	19725
ENSMUSG00000023411	Nfatc4	RHD	ENSMUSP00000132763;ENSMUSP00000024179;ENSMUSP00000154682;	73181
ENSMUSG00000027544	Nfatc2	RHD	ENSMUSP00000130875;ENSMUSP00000074198;ENSMUSP00000118329;ENSMUSP00000104812;ENSMUSP00000029057;	18019
